Probe	E14.5_R1	E14.5_R2	Neonatal_R1	Neonatal_R2	Adult_R1	Adult_R2	TAC_R1	TAC_R2
2310033P09Rik	131	152	94	103	74	73	87	90
Arf1	2687	2592	1749	2028	1075	1162	1269	1212
Wnt3a	1	0	5	2	0	0	0	0
Wnt9a	39	51	64	86	53	48	62	73
AL713994.1	0	0	0	0	0	0	0	0
Prss38	1	0	1	0	0	0	0	0
Gm15755	0	0	0	0	0	0	0	0
Snap47	398	415	269	251	286	245	385	349
Jmjd4	386	410	249	326	184	191	203	192
Zfp867	251	277	165	152	165	130	217	168
Zkscan17	481	558	416	364	180	174	221	225
4933439C10Rik	104	80	70	75	26	41	51	48
Nlrp3	35	43	117	73	100	49	92	178
Olfr222	0	0	0	0	0	0	0	0
Olfr223	0	0	0	0	0	0	0	0
Olfr225	0	0	0	0	0	0	0	0
Mprip	5391	6435	6011	5893	2125	2054	3133	2954
1700007J10Rik	53	50	61	60	27	23	35	33
Gm12264	60	68	52	39	37	41	46	45
Pld6	17	19	20	10	10	2	1	3
Flcn	524	508	640	870	447	547	444	409
Gm16062	35	41	35	39	33	17	18	19
Cops3	2148	2154	1093	1349	1040	1057	1266	1164
Nt5m	275	315	302	266	273	289	355	369
Gm12714	2	8	12	6	0	1	0	0
1810063I02Rik	0	0	2	1	0	0	0	0
1700013G23Rik	6	9	10	7	4	5	21	13
Med9	165	161	124	144	101	114	149	118
Rasd1	39	38	67	88	16	9	10	16
Pemt	56	74	56	44	13	14	22	20
Rai1	1828	2321	2215	2233	1095	950	1287	1382
4930412M03Rik	13	6	13	6	8	1	0	3
Srebf1	568	621	458	418	246	195	252	252
Tom1l2	876	1025	1906	1916	1645	1761	1848	1816
Gm12265	0	0	0	1	1	1	5	2
Lrrc48	94	96	76	82	135	132	178	184
Atpaf2	458	403	315	334	342	366	387	431
4933439F18Rik	580	611	475	640	624	636	637	597
Drg2	621	607	351	375	220	211	275	274
Myo15	95	90	69	38	12	14	11	20
Alkbh5	1685	1861	1288	1499	777	824	939	829
Llgl1	318	331	198	238	84	72	118	106
Flii	1727	1587	967	1129	1082	1165	1519	1266
Smcr7	127	111	118	134	204	192	237	211
Top3a	529	559	315	291	135	127	195	177
Smcr8	914	944	777	929	285	289	396	338
Shmt1	644	648	330	350	138	147	156	160
Dhrs7b	204	222	175	140	167	179	238	208
Tmem11	672	696	430	502	229	234	274	265
Gm16515	313	293	214	260	59	56	89	71
Gm16516	125	106	133	158	126	131	157	137
Map2k3	954	1043	1042	1113	398	399	498	450
Kcnj12	101	96	204	234	254	344	232	194
Tnfrsf13b	16	16	19	3	19	10	21	25
Usp22	2199	2163	1147	1255	508	534	702	638
Aldh3a1	2	1	0	5	6	18	2	6
Aldh3a2	495	504	452	405	250	248	326	290
Slc47a2	8	6	22	21	3	3	5	2
Slc47a1	255	243	393	446	583	591	773	688
Rnf112	4	2	0	0	1	4	1	0
Mfap4	258	236	200	203	50	38	244	311
Mapk7	172	184	148	134	27	25	58	56
3110043A19Rik	5	11	6	2	1	0	0	0
B9d1	55	74	33	35	26	25	25	45
Epn2	1241	1608	1234	1443	693	632	797	775
Gm12272	0	1	0	0	2	0	1	0
Grap	98	122	167	140	65	55	82	98
Slc5a10	29	37	57	37	0	1	4	3
Fam83g	176	218	67	88	2	0	3	1
Prpsap2	367	412	329	278	171	193	235	223
Ulk2	1495	1659	1622	2136	1413	1563	1773	1657
A530017D24Rik	110	156	128	112	85	83	111	99
Akap10	1115	1364	1340	1375	810	729	951	919
Gm12273	0	0	0	2	0	0	0	0
Specc1	1460	1718	1368	1455	170	130	303	318
Adora2b	19	21	70	48	11	7	7	15
Zswim7	196	277	164	124	105	133	134	120
Ttc19	1855	2153	1839	1978	1353	1357	1522	1471
Ncor1	5244	6085	5686	5991	3128	2992	3653	3429
Pigl	163	163	178	129	107	105	100	125
Gm12949	0	1	1	2	0	0	1	0
Cenpv	164	187	109	130	113	127	87	121
Gm12279	8	9	11	8	6	1	2	5
Ubb	2062	1762	820	1645	568	420	475	426
Gm12280	5	7	10	5	2	3	3	4
Trpv2	79	69	109	70	38	45	63	83
2410006H16Rik	1261	1056	508	649	116	124	189	216
BC046404	563	698	425	456	95	79	122	113
4930443B20Rik	56	60	33	24	12	17	7	11
4930557C09Rik	7	9	14	5	0	1	0	0
Mmgt2	176	184	134	126	26	25	50	54
Zfp287	68	72	125	77	55	63	88	104
Gm10428	0	0	0	0	0	0	0	0
Zfp286	103	111	30	41	20	14	29	19
Gm12283	2	1	5	2	2	1	0	1
Trim16	467	538	622	335	117	101	255	210
Fam18b	312	293	291	243	214	222	300	254
Gm12284	0	5	1	1	2	3	5	2
Gm14526	0	0	0	0	0	0	0	0
Cdrt4	4	9	10	2	2	1	8	3
4930452L02Rik	2	0	1	1	0	0	0	0
Tekt3	0	0	0	1	0	0	1	0
Pmp22	381	423	551	461	482	446	481	587
B430319H21Rik	13	25	44	17	4	3	3	3
B130011K05Rik	1	2	3	2	0	0	0	2
Hs3st3b1	109	121	127	85	29	27	35	36
Cox10	1143	1562	1538	1319	1262	1252	1088	1248
9630013K17Rik	1	2	3	2	2	4	4	2
Gm12289	0	2	1	1	1	2	2	0
2810001G20Rik	89	91	83	81	56	76	69	82
Gm12290	1	0	1	0	0	0	0	0
AL646051.1	0	0	0	0	0	0	0	0
Hs3st3a1	35	58	76	41	53	55	57	70
AL672141.1	0	0	0	0	0	0	0	0
Gm12292	0	1	0	0	0	0	0	0
Elac2	690	679	461	568	302	353	431	389
Arhgap44	1484	1956	1778	2308	778	789	981	887
Myocd	4389	5684	4430	3906	3521	2945	3164	3283
Gm12295	984	1385	1216	1371	1104	878	1455	1227
Map2k4	3182	4266	3343	4371	1189	1247	1412	1484
Zkscan6	307	339	229	230	163	153	193	205
Dnahc9	35	51	32	39	4	3	9	5
Gm12296	9	18	10	9	4	5	2	5
Shisa6	103	140	56	103	161	137	60	54
Gm12298	29	13	34	25	34	28	32	34
Pirt	179	178	322	229	253	227	323	267
9130409J20Rik	4	2	10	5	0	0	0	0
Gm12299	0	0	5	0	0	0	0	0
AL645988.1	0	0	0	0	0	0	0	0
Tmem220	23	19	34	21	50	35	53	50
2310004I24Rik	245	241	191	220	192	208	230	198
Sco1	604	587	378	414	288	316	443	386
Myh3	61	63	31	19	3	1	1	1
2310065F04Rik	0	0	0	0	0	0	0	0
Myh2	4	9	1	6	3	0	1	0
9430073C21Rik	0	0	0	0	0	0	0	0
Myh1	18	11	7	7	5	3	5	3
Gm12300	0	0	0	0	0	0	0	0
Myh4	7	11	3	7	3	4	6	0
Myh8	205	222	42	179	4	4	14	10
Myh13	7	3	9	3	0	0	0	1
Gas7	705	861	2468	1442	765	539	653	862
Gm12301	0	1	5	4	0	0	0	2
Glp2r	40	46	78	41	38	24	38	32
Rcvrn	4	4	19	5	2	3	3	3
Gm12302	0	0	0	0	0	0	0	0
Dhrs7c	201	176	701	637	890	854	706	698
Usp43	249	334	280	179	27	26	71	44
9130017K11Rik	33	25	39	33	17	15	23	19
Wdr16	10	8	7	5	2	2	7	3
Stx8	723	952	1215	972	795	704	931	1010
C78197	5	7	9	2	2	6	10	7
Ntn1	1718	2041	2264	2029	1142	1145	1232	1174
AL662894.1	0	0	0	0	0	0	0	0
Pik3r5	61	84	199	169	77	54	98	137
Pik3r6	66	81	254	93	156	126	169	226
Mfsd6l	4	0	8	1	0	4	0	1
4930535C22Rik	0	0	1	0	0	0	0	1
Ccdc42	9	12	9	0	0	0	0	0
Myh10	10137	10147	5464	5033	810	684	1630	1462
Ndel1	1747	1760	1795	2013	711	864	789	901
Rnf222	1	11	7	1	3	1	1	4
Rpl26	2682	2587	985	1247	1101	1085	1341	1363
Odf4	0	0	6	1	0	0	0	0
Arhgef15	198	249	471	273	242	194	305	324
Slc25a35	9	18	18	19	60	69	76	71
Rangrf	131	120	84	78	174	181	228	194
Pfas	593	582	314	252	304	325	257	243
1500010J02Rik	610	538	347	352	129	126	196	163
Aurkb	286	273	143	122	8	1	28	30
9330160F10Rik	25	23	30	30	13	13	16	14
2310047M10Rik	77	77	59	72	41	50	61	42
Tmem107	35	32	15	16	10	10	20	24
Snord118	10	12	7	2	3	2	8	4
Vamp2	237	239	155	162	136	149	150	143
Per1	792	875	703	750	502	624	268	518
Hes7	11	9	25	13	4	4	5	8
Aloxe3	41	33	110	49	5	3	10	7
Alox12b	0	0	0	0	0	0	0	0
Alox8	25	21	13	21	8	2	7	7
Gucy2e	8	11	15	10	0	2	0	1
1700067G03Rik	0	0	0	0	0	0	0	0
Cntrob	305	314	158	146	66	60	66	76
Trappc1	300	316	165	208	132	112	136	133
Kcnab3	38	30	42	33	8	5	8	4
Gm16040	2	3	4	2	2	4	1	0
A030009H04Rik	77	76	40	52	3	3	9	5
Chd3	2134	2015	1166	1347	356	342	338	349
Gm17305	11	13	12	16	2	1	0	2
Cyb5d1	289	331	214	231	156	159	216	218
Lsmd1	196	190	113	120	144	148	174	161
Tmem88	78	77	105	73	34	29	52	51
Kdm6b	463	692	846	879	234	201	182	254
1700064E03Rik	4	1	7	10	1	0	2	1
Dnahc2	64	72	100	57	10	15	7	10
6030455H03Rik	9	12	26	15	3	3	6	5
Efnb3	500	524	452	587	260	256	164	150
Wrap53	179	192	129	89	77	64	67	86
Trp53	612	567	472	519	115	94	179	160
Atp1b2	138	157	197	200	49	25	47	45
Shbg	2	0	4	0	0	0	0	0
Sat2	77	62	48	56	43	51	61	64
Fxr2	1825	1656	888	1120	1013	1053	1065	1053
Mir467f	0	1	0	0	0	0	0	0
Sox15	0	4	2	0	1	0	0	0
Mpdu1	314	283	141	153	82	67	106	102
Mir1934	0	0	0	0	0	0	0	0
Cd68	80	62	85	56	111	86	108	152
Eif4a1	7404	7291	2837	3240	1225	1217	1781	1725
Senp3	765	746	451	517	244	262	287	314
2010012P19Rik	21	13	26	18	19	16	6	23
BC096441	111	106	134	102	174	157	150	169
Polr2a	727	1045	1476	1811	600	672	824	748
Amac1	5	3	1	3	0	0	0	1
Zbtb4	271	318	473	448	419	384	538	488
Chrnb1	220	198	96	70	44	37	44	41
Fgf11	75	86	60	46	25	18	34	25
Tmem102	8	6	4	2	3	1	0	0
4933402P03Rik	0	0	0	0	0	0	0	0
Spem1	0	1	1	2	0	0	0	0
Nlgn2	159	184	214	204	45	35	80	88
1810027O10Rik	507	343	251	338	379	484	406	396
Plscr3	253	232	206	212	77	67	119	101
Tnk1	14	12	8	7	1	1	1	3
Tmem95	7	9	7	5	2	2	0	5
Kctd11	76	66	82	51	18	17	34	35
Acap1	69	65	38	41	7	5	13	14
2810408A11Rik	39	40	25	25	5	4	4	5
Neurl4	756	748	445	498	459	531	517	482
Gps2	311	305	199	214	157	141	169	166
Eif5a	1692	1715	992	1089	697	671	840	771
Ybx2	95	88	127	136	178	161	79	99
Slc2a4	326	319	417	449	1238	1406	1183	1102
Cldn7	25	34	0	3	0	0	0	1
Rai12	849	824	456	434	213	233	275	288
Ctdnep1	302	347	316	347	228	199	286	259
Gabarap	879	763	488	628	565	558	692	576
Phf23	411	404	236	299	96	85	126	135
Dvl2	477	474	351	449	472	347	410	400
Acadvl	2579	2334	3707	6461	8048	9515	7512	7357
Dlg4	264	314	261	166	61	50	85	119
Asgr1	6	7	4	7	0	0	0	0
Asgr2	0	3	4	1	7	0	1	2
Mgl2	0	7	1	0	189	134	82	111
Clec10a	2	4	3	2	43	39	9	29
Slc16a11	3	3	2	2	0	0	1	0
Slc16a13	85	93	110	70	37	34	39	38
Bcl6b	484	439	613	535	139	111	226	235
Mir497	0	0	0	0	0	0	0	0
Mir195	0	0	0	0	0	0	0	0
Rnasek	250	233	200	187	123	144	144	128
Alox12	19	20	64	12	35	22	36	29
Alox12e	3	7	1	0	0	0	0	0
Alox15	3	3	12	4	1	0	2	0
Pelp1	385	449	262	272	123	155	186	163
Arrb2	169	138	104	72	128	104	153	198
Med11	114	109	62	64	28	26	49	50
Cxcl16	179	143	224	308	78	59	148	144
Zmynd15	39	35	48	56	21	11	27	37
Tm4sf5	26	24	4	12	4	1	3	5
Vmo1	0	0	0	1	0	0	1	0
Gltpd2	0	0	0	1	0	0	1	0
Psmb6	1197	1027	626	698	493	506	587	524
Pld2	430	453	287	272	169	138	183	204
Mink1	730	760	567	618	486	492	651	668
Gm12316	5	9	4	2	5	4	9	5
Chrne	3	0	6	3	0	0	0	0
4930544D05Rik	1	2	3	0	0	0	0	0
Gm12315	1	0	1	0	0	0	0	0
Gp1ba	5	10	3	2	5	6	11	8
Slc25a11	893	834	869	976	1691	1734	1596	1549
Rnf167	455	400	252	296	259	265	232	240
Pfn1	1070	922	539	547	321	260	413	379
Gm12319	29	33	35	34	26	27	17	11
Eno3	2516	2189	3582	4867	6308	7116	5316	5254
Spag7	859	859	526	578	673	677	696	658
Camta2	130	156	266	209	275	259	251	292
Inca1	25	27	50	37	87	105	75	80
Kif1c	2353	2601	2141	2784	5201	5285	5790	5574
Gm12320	0	0	2	0	0	0	0	0
AL596117.1	0	0	0	0	0	0	0	0
Zfp3	101	98	136	87	99	88	129	99
A430084P05Rik	1	1	6	3	15	10	25	20
Rabep1	3167	3612	2904	3382	1597	1670	2203	2133
Nup88	2082	1823	1150	1283	808	852	860	910
Rpain	191	185	139	182	94	100	112	120
C1qbp	475	473	412	441	379	370	433	408
Dhx33	1054	1013	715	819	201	197	268	267
Derl2	477	490	383	404	290	334	394	367
Mis12	295	306	249	251	131	132	200	167
6330403K07Rik	112	120	31	23	0	0	1	0
Nlrp1a	14	14	52	29	13	11	16	19
Nlrp1b	1	2	7	1	77	43	117	129
Gm16013	0	0	0	0	0	0	0	0
9230020A06Rik	0	0	0	0	0	0	0	0
Gm12324	0	0	0	0	0	0	0	0
Gm12325	0	0	0	0	0	0	0	0
Gm12326	0	0	0	0	0	0	0	0
Wscd1	117	98	138	56	70	51	80	84
4930401O10Rik	0	0	0	0	0	0	0	0
Aipl1	6	6	5	3	1	0	2	0
Fam64a	176	165	56	74	3	2	15	10
Pitpnm3	37	43	114	97	61	66	58	70
4933427D14Rik	388	455	376	339	179	188	249	240
Txndc17	383	383	229	260	216	238	288	286
Med31	196	155	106	113	68	106	80	78
4930563E22Rik	17	12	17	10	6	5	8	4
Slc13a5	17	19	8	8	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0
n-R5s70	0	0	0	0	0	0	0	0
Xaf1	66	63	429	515	119	105	197	220
Fbxo39	0	0	1	3	0	1	0	0
Tekt1	9	19	11	8	3	1	0	1
Smtnl2	494	542	417	370	155	143	133	139
Ggt6	0	0	0	0	0	0	0	0
Mybbp1a	1247	1343	869	872	449	427	520	503
Spns2	204	220	247	266	85	73	134	126
Spns3	2	4	23	18	10	5	6	11
Ube2g1	2706	3565	3356	4697	1688	1741	1956	2370
Ankfy1	2602	3135	2727	2927	834	781	1119	1158
Cyb5d2	107	131	148	135	236	205	246	214
Zzef1	2026	2395	2626	2534	1252	1340	1705	1582
Atp2a3	114	113	164	153	107	59	94	138
P2rx1	10	19	23	18	4	0	3	3
4732414G09Rik	1	0	0	2	3	0	0	1
Camkk1	26	34	32	23	24	19	45	37
1200014J11Rik	1507	1585	1007	1077	421	406	545	564
Itgae	54	54	69	44	3	3	14	16
Gsg2	115	129	55	59	4	1	14	15
P2rx5	350	355	124	172	190	260	288	268
Tmem93	229	207	143	176	163	163	207	188
Tax1bp3	682	716	384	474	112	115	249	201
Ctns	231	214	262	268	134	166	176	206
Shpk	35	29	54	28	36	26	41	42
Trpv1	11	7	9	3	3	0	1	0
Trpv3	25	18	13	9	7	5	9	8
Aspa	5	11	5	4	74	46	57	55
Spata22	0	2	2	1	0	1	1	0
Olfr376	0	0	0	0	0	0	0	0
Olfr1	0	0	0	0	0	0	0	0
Olfr378	0	0	0	0	0	0	0	0
Olfr380	0	0	0	0	0	0	0	0
Olfr381	0	0	0	0	0	0	0	0
Olfr382	0	0	0	0	0	0	0	0
Olfr385	0	0	0	0	0	0	0	0
Olfr384	0	0	0	0	0	0	0	0
Zfp735	0	0	0	0	0	0	0	0
Olfr389	0	0	0	0	0	0	0	0
Olfr390	0	1	0	0	0	0	0	0
Olfr392	0	0	0	0	0	0	0	0
Olfr393	0	0	0	0	0	0	0	0
Olfr394	0	0	0	0	0	0	0	0
Olfr395	0	0	0	0	0	0	0	0
Olfr23	0	0	0	0	0	0	0	0
Olfr397	0	0	0	0	0	0	0	0
Olfr398	0	0	0	0	0	0	0	0
Olfr139	0	0	0	0	0	0	0	0
Gm15871	0	0	0	0	0	0	0	0
Zfp616	0	0	0	0	0	0	0	0
Olfr401	0	0	0	0	0	0	0	0
Olfr402	0	0	0	0	0	0	0	0
Olfr403	0	0	0	0	0	0	0	0
Olfr43	0	0	0	0	0	0	0	0
Olfr406-ps	0	0	0	0	0	0	0	0
Olfr59	0	0	0	0	0	0	0	0
n-R5s71	0	0	0	0	0	0	0	0
Olfr410	0	0	0	0	0	0	0	0
Olfr411	0	5	4	3	0	0	0	0
Olfr412	0	0	0	0	0	0	0	0
Rap1gap2	986	1136	946	1240	1229	1136	1379	1097
AL645971.1	1	5	4	2	0	0	0	0
E130309D14Rik	20	12	11	13	2	2	0	1
1300001I01Rik	2100	2416	1888	2225	1917	2063	2196	1909
Pafah1b1	5278	5662	4256	5790	2861	3019	3337	3261
Mettl16	973	1069	829	816	465	443	675	576
Mnt	503	662	274	325	106	107	138	105
Sgsm2	397	395	242	325	143	125	159	173
Tsr1	1851	1822	933	1089	255	264	445	425
Srr	385	423	419	438	349	338	403	408
Smg6	2615	3547	3404	3419	1343	1270	1417	1532
Gm12333	0	1	3	0	1	1	1	1
Hic1	65	71	130	88	30	36	42	61
1700016P03Rik	96	96	85	55	22	19	18	23
Ovca2	295	274	195	227	125	112	178	158
Rtn4rl1	216	276	343	266	98	80	101	99
Rpa1	1512	1369	866	971	595	608	675	606
Smyd4	306	289	306	278	251	255	263	239
Serpinf1	129	122	128	72	139	104	332	360
AL591496.4	0	0	0	0	0	0	0	0
AL591496.5	0	0	0	0	0	0	0	0
AL591496.3	0	0	0	0	0	0	0	0
AL591496.1	0	0	0	0	0	0	0	0
AL591496.2	0	0	0	0	0	0	0	0
Gm12336	0	0	0	0	0	0	0	0
Serpinf2	3	5	6	4	5	3	0	1
Wdr81	149	162	177	198	137	144	155	146
2210403K04Rik	831	775	630	772	422	491	464	499
Prpf8	3700	3851	2380	2655	1595	1547	1794	1642
Rilp	58	52	183	200	267	303	258	245
Scarf1	213	187	242	166	201	176	188	239
Slc43a2	113	133	304	220	335	317	399	478
Pitpna	1844	2015	1882	1851	948	1001	1182	1267
4931413K12Rik	6	8	9	3	5	2	2	4
Inpp5k	536	545	459	439	381	394	345	370
Myo1c	1880	2056	1492	1489	848	889	1393	1213
Crk	2067	2324	1676	1854	786	779	1080	1070
AL591440.1	0	0	0	0	0	0	0	0
Ywhae	4551	5249	3364	4405	2022	2090	2089	2202
Doc2b	20	32	20	13	6	5	0	1
Gm12339	8	15	36	10	10	13	6	4
Rph3al	124	152	245	312	140	131	86	90
Gm16075	0	0	0	0	0	0	0	0
1700016K19Rik	0	0	0	0	0	0	0	0
Fam101b	315	314	418	376	165	128	409	370
Vps53	1678	1765	1326	1307	1063	1039	1374	1325
Fam57a	133	164	105	77	40	42	57	55
Dbil5	5	9	3	2	3	0	4	2
Rnmtl1	192	192	144	125	170	207	208	173
Nxn	652	818	932	665	349	253	330	409
Timm22	349	341	228	229	175	200	256	228
Abr	1265	1380	1202	1080	530	512	576	649
Bhlha9	0	0	0	0	0	0	0	0
Tusc5	2	0	18	15	17	11	14	14
Gosr1	867	883	859	867	481	510	576	549
Cpd	2934	3449	2957	3369	1144	1099	1828	1547
Tmigd1	0	2	6	2	1	2	5	4
Blmh	2418	2414	1180	1325	514	559	719	692
Slc6a4	40	43	86	116	6	2	0	1
Gm12343	0	0	0	0	0	0	0	0
Ccdc55	609	615	563	606	276	271	379	381
Efcab5	71	75	119	84	41	25	27	39
Ssh2	4526	5965	8073	8968	3740	3830	4155	4378
Coro6	475	498	591	615	1057	929	1010	1166
Ankrd13b	310	287	237	353	83	88	119	118
Git1	1011	1014	780	958	357	342	457	453
Trp53i13	78	88	70	58	30	39	40	37
Abhd15	352	425	274	312	234	196	364	321
Gm10392	3	5	10	2	0	1	0	0
Taok1	5567	6269	4712	5818	3001	2958	4115	3780
Nufip2	2979	3345	2317	3071	1023	1085	1180	1281
Cryba1	0	5	8	8	4	1	0	4
Myo18a	4573	4616	3018	3701	2801	2768	3579	3488
Gm10277	2	4	8	6	0	1	0	1
Pipox	37	41	23	26	8	1	9	6
Gm11190	3	2	3	0	0	0	0	1
Sez6	6	10	14	6	7	4	8	10
Phf12	912	1150	950	1006	538	493	620	689
A030003K02Rik	9	17	10	15	5	9	6	8
Dhrs13	91	117	59	59	27	29	33	35
Flot2	1075	1097	782	966	598	580	810	692
Mir144	0	0	0	0	0	0	0	0
Mir451	0	0	0	0	0	0	0	0
Eral1	246	217	146	174	172	201	165	157
BC017647	691	938	959	1095	452	431	485	668
Traf4	318	291	154	130	23	22	39	41
Nek8	198	199	86	114	20	32	35	34
Tlcd1	249	271	167	159	107	93	131	122
Rpl23a	6712	6180	2793	3260	1976	1960	2077	2171
AL591070.1	0	0	0	0	0	0	0	0
Rab34	302	232	121	131	43	37	56	62
Proca1	39	38	29	25	11	9	25	23
Supt6h	3207	3230	2402	2550	1046	1049	1317	1271
Sdf2	419	383	294	344	211	262	250	247
2610507B11Rik	4057	3946	3364	3879	4106	4206	5344	4487
Gm11192	1	1	0	0	2	1	2	1
BC030499	28	30	68	44	33	38	28	37
Gm11193	2	3	3	0	2	0	2	0
Spag5	1284	1140	460	511	16	10	89	70
Aldoc	176	152	59	89	0	0	1	0
Pigs	269	296	150	145	116	106	157	133
Unc119	135	138	80	75	24	10	27	30
Foxn1	10	15	1	2	0	0	0	0
Gm11194	2	2	5	1	0	0	0	0
Slc13a2	0	1	3	1	0	0	0	0
Gm11195	0	0	0	0	0	0	0	0
Slc46a1	27	21	21	19	10	12	22	14
Sarm1	5	5	14	3	2	1	1	4
Vtn	2	1	34	21	65	51	97	105
Sebox	0	0	0	0	0	0	0	0
Tmem199	205	182	128	142	99	104	130	101
Poldip2	799	830	644	763	670	723	799	772
Tnfaip1	984	979	829	766	304	332	459	427
Ift20	954	766	531	610	311	352	424	396
Tmem97	205	190	115	130	27	23	33	34
Nlk	1889	2638	3285	3165	878	768	1149	1190
Fam58b	61	69	58	56	84	72	87	74
AL591376.1	0	0	0	0	0	0	0	0
1810012P15Rik	261	268	228	325	359	390	415	357
Nos2	22	34	64	41	62	39	127	100
Lgals9	152	171	752	826	110	88	193	192
Ksr1	532	602	829	574	334	244	285	416
Gm11201	1	0	5	2	0	0	0	1
Wsb1	2953	2968	1850	2267	329	279	405	445
Gm9964	2	3	1	3	0	2	0	1
Nf1	4841	7061	6500	6507	1819	1703	2596	2565
AU040972	0	2	4	2	0	0	1	1
Omg	2	3	5	4	0	0	2	1
Evi2b	55	79	90	63	216	123	266	280
Rab11fip4	148	164	70	34	2	4	3	2
Gm11202	6	6	3	1	1	2	0	1
4930542H20Rik	0	0	3	0	0	0	0	0
Gm11205	9	10	9	9	0	1	2	0
Mir193	0	0	0	0	0	0	0	0
Mir365-2	0	0	0	0	0	0	0	0
9130204K15Rik	7	6	35	15	0	0	2	2
Utp6	1129	1143	800	784	536	565	738	681
Suz12	2155	2489	1622	1986	678	634	760	774
Crlf3	794	807	653	659	320	266	357	403
Atad5	920	979	544	523	85	56	158	136
1110002N22Rik	130	112	117	112	169	201	234	220
Adap2	29	25	203	134	372	349	313	443
Gm11206	1	0	11	2	28	12	27	27
Rnf135	77	68	122	135	76	72	104	106
Rhot1	2224	2275	1918	2137	1705	1807	1922	2013
Rhbdl3	64	63	116	89	252	227	157	192
5730455P16Rik	475	469	415	401	490	516	610	485
AL591146.1	3819	3848	2929	3338	1229	1238	1399	1492
Psmd11	1863	2228	1964	2433	984	1013	1143	1237
Cdk5r1	77	81	61	79	24	20	30	25
Myo1d	1484	2229	4819	4596	718	488	986	1135
Tmem98	314	282	171	213	69	53	95	80
4930507D10Rik	0	0	0	0	0	0	0	0
Spaca3	0	1	0	2	0	0	0	0
Accn1	38	54	62	30	17	7	25	10
Gm11417	0	0	0	0	0	0	0	0
4930527B05Rik	0	0	0	0	0	0	0	0
Gm11418	0	0	0	0	0	0	0	0
5530401A14Rik	3	4	2	5	0	2	0	1
Gm11419	0	0	0	0	0	0	0	0
Gm17268	83	72	103	93	21	10	6	12
Ccl2	460	431	627	611	126	91	91	99
Ccl7	83	99	208	157	76	54	46	76
Ccl11	13	7	6	7	26	30	3	2
Ccl12	4	4	13	6	59	31	42	54
Ccl8	0	1	0	0	16	11	25	21
Ccl1	0	0	3	1	0	0	3	0
Tmem132e	13	13	17	17	4	0	4	1
Gm11426	0	0	0	0	0	0	0	0
Cct6b	17	12	20	22	6	9	13	13
Zfp830	287	303	182	205	124	135	165	127
Gm11423	17	18	19	21	4	9	16	13
Lig3	819	875	473	633	397	366	492	409
Rffl	177	224	379	383	193	162	206	226
Rad51l3	127	129	94	112	139	117	170	140
Fndc8	0	1	2	3	0	0	1	0
Nle1	168	166	156	196	37	59	32	42
Unc45b	3107	2886	1918	2975	1511	1666	1656	1571
Gm12575	41	36	50	59	38	30	21	27
1700003F17Rik	100	99	153	134	81	62	106	95
Slfn5	269	254	1352	1296	637	507	752	708
Slfn9	514	548	502	659	48	48	164	133
Slfn8	15	22	193	174	100	75	190	189
Slfn10-ps	25	28	42	65	8	3	16	17
Slfn2	148	140	267	280	124	107	155	194
Slfn1	0	0	27	23	6	7	15	26
Slfn4	1	4	53	36	5	0	12	29
Slfn3	48	37	376	488	68	56	102	95
AI662270	72	68	31	43	32	32	42	51
AA465934	163	181	105	99	68	77	68	68
Pex12	63	90	63	71	74	70	92	85
Ap2b1	2415	2762	1985	2322	822	851	1116	1129
Rasl10b	97	123	116	137	203	234	264	231
Gas2l2	0	4	2	1	0	0	0	0
1700020L24Rik	5	3	0	3	0	0	0	0
Mmp28	138	160	208	184	63	53	84	90
Taf15	2089	2570	1958	2063	564	552	661	723
Gm11435	0	2	7	4	0	0	0	0
Ccl5	23	20	63	43	2	1	4	5
Ccl9	67	54	63	43	168	183	128	182
E230016K23Rik	9	13	21	18	27	30	26	23
Ccl6	8	7	17	7	196	211	119	157
Ccl3	23	31	66	51	74	32	26	83
Ccl4	23	46	105	85	58	33	44	95
Gm11428	0	0	2	0	68	50	45	59
Expi	2	3	2	0	3	5	3	3
1100001G20Rik	0	0	2	1	0	0	0	0
Heatr6	485	505	381	325	186	202	238	232
Gm12576	2	2	0	0	0	0	1	0
Hnf1b	14	19	1	0	0	0	0	0
Ddx52	1205	1219	623	698	324	347	426	387
Synrg	559	611	676	816	640	676	716	748
Dusp14	231	256	82	55	4	11	6	7
Tada2a	600	630	405	414	269	292	292	286
Acaca	2163	2656	1993	1561	607	613	782	704
Gm11437	1	0	3	0	0	0	0	0
Aatf	810	1002	985	915	484	447	552	604
Lhx1	1	3	2	0	0	0	0	0
1500016L03Rik	0	0	0	2	0	0	0	0
AL603708.1	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0
Gm11431	8	6	8	6	3	2	1	0
Mrm1	106	105	129	108	93	108	115	120
Dhrs11	322	307	441	579	510	604	433	435
4930502E09Rik	0	1	2	3	0	1	0	4
Ggnbp2	2913	3033	2000	2270	1254	1302	1407	1480
Pigw	58	57	61	80	33	41	51	44
Myo19	309	301	350	288	146	154	185	226
Znhit3	207	239	110	133	99	96	133	102
Car4	6	4	198	106	63	60	82	109
Usp32	2610	3423	3114	4057	1063	1035	1395	1321
